Frame,Green_X,Green_Y,Lime_X,Lime_Y,Distance
1045,878,563,1031,547,153.83
1046,0,0,1030,547,
1047,878,559,1028,545,150.65
1048,878,557,1025,542,147.76
1049,877,556,1023,538,147.11
1050,875,554,1019,535,145.25
1051,0,0,1017,533,
1052,0,0,1017,531,
1053,0,0,1014,528,
1054,0,0,1013,526,
1055,0,0,1011,523,
1056,0,0,1007,520,
1057,0,0,0,0,
1058,0,0,0,0,
1059,0,0,0,0,
1060,0,0,0,0,
1061,0,0,991,529,
1062,0,0,987,530,
1063,0,0,985,530,
1064,0,0,982,530,
1065,0,0,976,528,
1066,0,0,973,528,
1067,0,0,972,527,
1068,0,0,972,527,
1069,0,0,972,528,
1070,0,0,971,528,
1071,0,0,971,528,
1072,0,0,971,528,
1073,0,0,970,527,
1074,0,0,971,527,
1075,0,0,975,528,
1076,0,0,982,526,
1077,0,0,992,524,
1078,0,0,1001,525,
1079,0,0,1004,530,
1080,0,0,1006,534,
1081,0,0,1010,538,
1082,0,0,1012,540,
1083,0,0,1012,539,
1084,0,0,1012,537,
1085,0,0,1012,532,
1086,0,0,1011,530,
1087,0,0,1011,526,
1088,0,0,1011,523,
1089,0,0,1010,519,
1090,0,0,1011,515,
1091,0,0,1012,511,
1092,0,0,1011,508,
1093,0,0,1010,506,
1094,0,0,1012,506,
1095,0,0,1015,505,
1096,0,0,1015,503,
1097,0,0,1015,501,
1098,0,0,1015,499,
1099,0,0,1015,498,
1100,0,0,1015,497,
1101,0,0,1015,496,
1102,0,0,1015,496,
1103,872,507,1016,495,144.5
1104,874,508,1017,494,143.68
1105,875,508,1019,494,144.68
1106,876,509,1020,493,144.89
1107,875,510,1020,494,145.88
1108,0,0,1019,495,
1109,0,0,1017,495,
1110,0,0,1018,492,
1111,0,0,1017,488,
1112,0,0,1017,482,
1113,0,0,1019,478,
1114,0,0,1020,471,
1115,0,0,1020,462,
1116,885,504,1020,453,144.31
1117,0,0,1023,441,
1118,0,0,0,0,
1119,0,0,0,0,
1120,0,0,0,0,
1121,0,0,0,0,
1122,0,0,0,0,
1123,0,0,0,0,
1124,0,0,0,0,
1125,0,0,0,0,
1126,0,0,0,0,
1127,0,0,0,0,
1128,1072,473,0,0,
1129,1077,480,0,0,
1130,1072,493,0,0,
1131,1064,506,0,0,
1132,1055,518,0,0,
1133,1044,526,1215,556,173.61
1134,1034,533,1204,562,172.46
1135,1027,536,1199,563,174.11
1136,1023,534,1195,562,174.26
1137,1021,532,1192,562,173.61
1138,1023,529,1192,563,172.39
1139,1024,526,1192,563,172.03
1140,1025,529,1191,564,169.65
1141,1025,532,1192,566,170.43
1142,1025,534,1193,566,171.02
1143,1025,534,1194,567,172.19
1144,1026,534,1196,565,172.8
1145,1027,534,1199,564,174.6
1146,1029,534,1201,563,174.43
1147,1030,533,1203,563,175.58
1148,1030,533,1204,562,176.4
1149,1030,534,1205,561,177.07
1150,1031,534,1206,559,176.78
1151,1033,535,1208,558,176.5
1152,1036,537,1211,558,176.26
1153,1041,539,1216,558,176.03
1154,1048,542,1220,558,172.74
1155,1053,547,1225,559,172.42
1156,1061,552,1232,562,171.29
1157,1068,555,1239,563,171.19
1158,1075,559,1246,563,171.05
1159,1083,562,1252,564,169.01
1160,1090,566,1257,564,167.01
1161,1098,569,0,0,
1162,1105,570,0,0,
1163,1109,573,0,0,
1164,1112,576,0,0,
1165,1114,577,0,0,
1166,1115,577,0,0,
1167,1114,576,0,0,
1168,1112,573,0,0,
1169,1110,568,0,0,
1170,1107,564,0,0,
1171,1101,559,0,0,
1172,0,0,0,0,
1173,0,0,0,0,
1174,0,0,0,0,
1175,0,0,1245,547,
1176,0,0,1241,545,
1177,0,0,1233,542,
1178,0,0,1223,540,
1179,0,0,1212,534,
1180,0,0,1205,530,
1181,0,0,1199,527,
1182,0,0,1196,530,
1183,1030,526,1196,533,166.15
1184,1031,528,1197,534,166.11
1185,0,0,1200,534,
1186,0,0,1204,534,
1187,0,0,1207,534,
1188,1044,550,1210,535,166.68
1189,1050,556,1217,539,167.86
1190,0,0,1222,539,
1191,0,0,1229,540,
1192,0,0,1234,542,
1193,0,0,1238,545,
1194,1079,582,1239,545,164.22
1195,1079,583,1239,546,164.22
1196,1079,581,1238,545,163.02
1197,1078,575,1238,544,162.98
1198,0,0,1236,542,
1199,0,0,1233,542,
1200,0,0,1227,542,
1201,0,0,1220,543,
1202,0,0,1217,540,
1203,1055,532,1213,537,158.08
1204,1049,528,1208,536,159.2
1205,0,0,1200,532,
1206,0,0,1190,530,
1207,0,0,1183,532,
1208,0,0,1180,536,
1209,0,0,1181,537,
1210,0,0,1184,535,
1211,0,0,1187,533,
1212,0,0,1192,533,
1213,0,0,1193,533,
1214,1051,554,1199,532,149.63
1215,1054,559,1203,534,151.08
1216,1055,567,0,0,
1217,1055,572,0,0,
1218,1055,571,0,0,
1219,1055,567,0,0,
1220,1053,562,0,0,
1221,0,0,0,0,
1222,0,0,0,0,
1223,0,0,0,0,
1224,0,0,1192,525,
1225,0,0,1187,523,
1226,0,0,1176,523,
1227,0,0,1170,524,
1228,0,0,1162,525,
1229,0,0,1155,531,
1230,0,0,1147,536,
1231,0,0,1143,540,
1232,0,0,1144,544,
1233,0,0,1145,546,
1234,0,0,1146,549,
1235,0,0,1149,552,
1236,0,0,1155,555,
1237,0,0,1159,557,
1238,1008,571,1162,563,154.21
1239,1008,578,1162,567,154.39
1240,1007,582,0,0,
1241,1006,584,0,0,
1242,1004,584,0,0,
1243,1003,584,0,0,
1244,999,584,0,0,
1245,993,583,1151,562,159.39
1246,986,581,1148,560,163.36
1247,978,578,1142,557,165.34
1248,0,0,1135,555,
1249,0,0,1122,552,
1250,0,0,1111,551,
1251,0,0,1104,551,
1252,935,578,1102,553,168.86
1253,0,0,1102,553,
1254,0,0,1108,553,
1255,0,0,1113,549,
1256,0,0,1119,544,
1257,0,0,1128,541,
1258,0,0,1132,538,
1259,0,0,0,0,
1260,979,569,0,0,
1261,0,0,0,0,
1262,0,0,0,0,
1263,0,0,0,0,
1264,0,0,0,0,
1265,0,0,0,0,
1266,0,0,1119,517,
1267,0,0,1110,515,
1268,934,526,1100,511,166.68
1269,0,0,1093,511,
1270,0,0,1091,517,
1271,0,0,1094,521,
1272,0,0,1098,523,
1273,0,0,1102,520,
1274,0,0,1107,523,
1275,0,0,1112,526,
1276,0,0,1118,530,
1277,0,0,1124,532,
1278,0,0,1129,531,
1279,970,559,1135,531,167.36
1280,974,559,1136,532,164.23
1281,976,559,1139,530,165.56
1282,976,558,1140,530,166.37
1283,0,0,1138,528,
1284,0,0,0,0,
1285,0,0,0,0,
1286,0,0,1111,523,
1287,0,0,1095,525,
1288,0,0,1075,522,
1289,0,0,1059,516,
1290,0,0,1042,513,
1291,0,0,1031,515,
1292,0,0,1024,515,
1293,0,0,1016,515,
1294,0,0,1013,513,
1295,0,0,1014,513,
1296,0,0,1012,515,
1297,0,0,1007,516,
1298,0,0,1001,521,
1299,0,0,994,527,
1300,813,527,987,530,174.03
1301,811,524,986,530,175.1
1302,811,519,985,528,174.23
1303,808,516,983,525,175.23
1304,804,516,981,524,177.18
1305,802,520,977,525,175.07
1306,800,522,976,527,176.07
1307,0,0,974,532,
1308,0,0,974,537,
1309,0,0,977,543,
1310,0,0,984,550,
1311,0,0,996,556,
1312,0,0,1006,558,
1313,0,0,1016,559,
1314,0,0,1024,559,
1315,0,0,0,0,
1316,0,0,0,0,
1317,0,0,0,0,
1318,0,0,0,0,
1319,0,0,0,0,
1320,0,0,0,0,
1321,0,0,1079,558,
1322,0,0,1083,558,
1323,0,0,1099,561,
1324,0,0,1112,566,
1325,0,0,1124,572,
1326,0,0,1134,577,
1327,0,0,1136,580,
1328,0,0,1140,583,
1329,1014,602,1143,584,130.25
1330,1020,603,1147,581,128.89
1331,0,0,1154,577,
1332,0,0,1166,569,
1333,0,0,0,0,
1334,0,0,0,0,
1335,0,0,0,0,
1336,0,0,0,0,
1337,0,0,1276,571,
1338,0,0,1283,573,
1339,0,0,1286,574,
1340,0,0,1287,574,
1341,0,0,1285,572,
1342,0,0,1281,569,
1343,0,0,1280,568,
1344,0,0,1278,568,
1345,0,0,1275,566,
1346,0,0,1271,564,
1347,0,0,1269,563,
1348,0,0,0,0,
1349,1120,572,0,0,
1350,1118,572,0,0,
1351,1115,569,0,0,
1352,1111,568,0,0,
1353,1105,564,0,0,
1354,0,0,0,0,
1355,0,0,0,0,
1356,0,0,0,0,
1357,0,0,1234,544,
1358,1057,528,1223,541,166.51
1359,0,0,1213,540,
1360,0,0,1203,537,
1361,0,0,1196,533,
1362,1027,517,1193,535,166.97
1363,1026,520,1192,538,166.97
1364,0,0,1197,544,
1365,0,0,1206,544,
1366,0,0,1214,543,
1367,0,0,1222,543,
1368,0,0,1234,544,
1369,0,0,1241,544,
1370,0,0,1244,545,
1371,0,0,0,0,
1372,0,0,0,0,
1373,1087,573,0,0,
1374,1084,568,0,0,
1375,0,0,0,0,
1376,1072,555,1231,537,160.02
1377,0,0,1223,538,
1378,0,0,1215,539,
1379,1051,534,1208,538,157.05
1380,0,0,1202,536,
1381,1038,522,1195,537,157.71
1382,1028,522,1187,535,159.53
1383,1024,522,1179,535,155.54
1384,0,0,1173,538,
1385,0,0,1173,541,
1386,0,0,1176,541,
1387,0,0,1181,539,
1388,0,0,1186,537,
1389,0,0,1191,535,
1390,0,0,1196,537,
1391,0,0,1200,540,
1392,1053,574,0,0,
1393,1057,579,0,0,
1394,1058,579,0,0,
1395,1058,579,0,0,
1396,1056,574,0,0,
1397,1053,569,0,0,
1398,0,0,0,0,
1399,1043,555,0,0,
1400,0,0,1187,531,
1401,0,0,1179,534,
1402,0,0,1171,535,
1403,0,0,1163,536,
1404,0,0,1156,539,
1405,0,0,1151,545,
1406,0,0,1145,551,
1407,0,0,1141,555,
1408,0,0,1142,558,
1409,0,0,1145,559,
1410,0,0,1148,560,
1411,0,0,1152,562,
1412,0,0,1160,565,
1413,0,0,1167,569,
1414,1015,591,1172,573,158.03
1415,1016,596,0,0,
1416,1018,599,0,0,
1417,1018,602,0,0,
1418,1017,604,0,0,
1419,1014,606,0,0,
1420,1010,608,0,0,
1421,1005,609,1162,580,159.66
1422,998,609,1156,583,160.12
1423,987,610,1147,584,162.1
1424,973,610,1136,584,165.06
1425,957,611,1122,586,166.88
1426,945,610,1112,589,168.32
1427,937,609,1105,593,168.76
1428,934,610,1101,596,167.59
1429,934,613,1100,599,166.59
1430,938,616,1101,601,163.69
1431,944,619,1107,604,163.69
1432,955,623,1114,603,160.25
1433,0,0,1125,602,
1434,982,621,1138,598,157.69
1435,998,618,1149,592,153.22
1436,1015,614,1160,582,148.49
1437,1031,611,1171,575,144.55
1438,0,0,1178,564,
1439,0,0,1183,561,
1440,0,0,1196,559,
1441,0,0,0,0,
1442,0,0,0,0,
1443,0,0,1259,580,
1444,0,0,1279,585,
1445,0,0,1289,588,
1446,0,0,1293,587,
1447,1159,620,1299,586,144.07
1448,1171,616,1305,582,138.25
1449,1182,612,1309,576,132.0
1450,0,0,1318,572,
1451,0,0,1330,567,
1452,0,0,1335,569,
1453,0,0,1340,570,
1454,0,0,1347,570,
1455,0,0,1350,567,
1456,0,0,0,0,
1457,0,0,0,0,
1458,0,0,0,0,
1459,0,0,1374,563,
1460,0,0,0,0,
1461,0,0,1386,569,
1462,0,0,1389,569,
1463,0,0,1390,567,
1464,0,0,1392,565,
1465,0,0,0,0,
1466,0,0,0,0,
1467,0,0,1421,582,
1468,0,0,0,0,
1469,0,0,1443,596,
1470,0,0,1445,597,
1471,0,0,1447,594,
1472,1317,618,1450,592,135.52
1473,0,0,1455,586,
1474,0,0,1460,582,
1475,0,0,1464,576,
1476,0,0,0,0,
1477,0,0,1483,578,
1478,0,0,1490,581,
1479,0,0,1495,585,
1480,0,0,1498,586,
1481,0,0,1499,586,
1482,0,0,1501,585,
1483,0,0,1503,585,
1484,0,0,1506,584,
1485,0,0,1509,584,
1486,0,0,1512,583,
1487,0,0,1515,581,
1488,1401,609,1523,581,125.17
1489,1408,609,1529,580,124.43
1490,0,0,1534,583,
1491,0,0,1541,587,
1492,0,0,1552,590,
1493,0,0,1560,590,
1494,0,0,1560,590,
1495,0,0,1558,590,
1496,0,0,1557,587,
1497,1428,614,1558,585,133.2
1498,1435,610,1560,581,128.32
1499,0,0,1563,576,
1500,0,0,1566,573,
1501,0,0,0,0,
1502,0,0,1587,579,
1503,0,0,1599,585,
1504,0,0,1612,593,
1505,0,0,1624,599,
1506,0,0,1629,601,
1507,0,0,1630,603,
1508,1488,609,1630,604,142.09
1509,1487,607,1632,603,145.06
1510,1487,601,1633,601,146.0
1511,1490,591,0,0,
1512,1494,583,0,0,
1513,0,0,0,0,
1514,1480,563,0,0,
1515,0,0,0,0,
1516,0,0,0,0,
1517,0,0,0,0,
1518,0,0,0,0,
1519,0,0,0,0,
1520,0,0,0,0,
1521,0,0,0,0,
1522,1064,501,0,0,
1523,1046,507,0,0,
1524,0,0,1202,547,
1525,1029,521,1197,556,171.61
1526,1031,526,1198,560,170.43
1527,1033,532,1201,565,171.21
1528,1038,538,1207,569,171.82
1529,1045,543,1216,572,173.44
1530,1050,549,1222,574,173.81
1531,1055,553,1227,574,173.28
1532,1061,559,1231,574,170.66
1533,0,0,1236,573,
1534,0,0,1240,572,
1535,0,0,1249,575,
1536,0,0,1257,575,
1537,0,0,1265,575,
1538,1107,581,0,0,
1539,1112,579,0,0,
1540,1115,572,0,0,
1541,1114,567,0,0,
1542,1109,561,0,0,
1543,1101,555,0,0,
1544,1093,547,0,0,
1545,0,0,0,0,
1546,0,0,0,0,
1547,0,0,1233,541,
1548,0,0,1223,540,
1549,0,0,1213,537,
1550,1039,521,1205,533,166.43
1551,1036,523,1201,534,165.37
1552,0,0,1199,536,
1553,1034,532,1200,539,166.15
1554,0,0,1204,543,
1555,0,0,1210,547,
1556,0,0,1216,546,
1557,0,0,1226,546,
1558,0,0,1236,547,
1559,0,0,1247,546,
1560,0,0,1252,545,
1561,1101,588,0,0,
1562,1104,585,0,0,
1563,1104,581,0,0,
1564,1100,576,0,0,
1565,1095,570,0,0,
1566,1088,563,1249,537,163.09
1567,0,0,1241,535,
1568,0,0,1236,535,
1569,0,0,1226,534,
1570,0,0,1215,536,
1571,0,0,1204,537,
1572,0,0,1192,535,
1573,0,0,1181,537,
1574,0,0,1178,544,
1575,0,0,1179,549,
1576,0,0,1181,548,
1577,0,0,1186,546,
1578,0,0,1190,543,
1579,0,0,1198,543,
1580,0,0,1207,542,
1581,0,0,1211,543,
1582,0,0,0,0,
1583,1072,586,0,0,
1584,1075,586,0,0,
1585,1075,585,0,0,
1586,1074,579,0,0,
1587,1073,572,0,0,
1588,1067,564,0,0,
1589,0,0,0,0,
1590,0,0,0,0,
1591,0,0,1189,532,
1592,0,0,1180,529,
1593,0,0,1169,531,
1594,0,0,1161,533,
1595,0,0,1155,541,
1596,0,0,1149,547,
1597,0,0,1144,554,
1598,0,0,1143,561,
1599,0,0,1144,565,
1600,0,0,1148,569,
1601,0,0,1151,569,
1602,0,0,1154,571,
1603,0,0,1159,571,
1604,0,0,1164,573,
1605,1014,593,1170,575,157.04
1606,1014,598,0,0,
1607,1015,599,0,0,
1608,1015,598,0,0,
1609,1014,596,0,0,
1610,1012,594,0,0,
1611,1009,589,0,0,
1612,1005,585,0,0,
1613,997,582,0,0,
1614,985,577,1149,557,165.22
1615,977,574,1142,555,166.09
1616,0,0,1131,552,
1617,0,0,1120,548,
1618,0,0,1110,548,
1619,0,0,1103,549,
1620,0,0,1100,551,
1621,0,0,1101,553,
1622,0,0,1110,554,
1623,0,0,1117,551,
1624,0,0,1124,548,
1625,0,0,1132,543,
1626,0,0,1137,542,
1627,0,0,1141,539,
1628,985,571,0,0,
1629,984,568,1146,537,164.94
1630,0,0,0,0,
1631,0,0,0,0,
1632,0,0,0,0,
1633,961,538,1128,522,167.76
1634,0,0,1119,519,
1635,941,527,1110,517,169.3
1636,0,0,1101,515,
1637,0,0,1094,517,
1638,0,0,1093,522,
1639,0,0,1094,525,
1640,0,0,1098,527,
1641,0,0,1100,527,
1642,0,0,1105,532,
1643,939,544,1110,535,171.24
1644,945,546,1115,535,170.36
1645,0,0,1123,536,
1646,0,0,1128,533,
1647,965,553,1132,532,168.32
1648,970,551,0,0,
1649,973,549,0,0,
1650,974,547,0,0,
1651,970,541,0,0,
1652,964,534,0,0,
1653,0,0,0,0,
1654,0,0,0,0,
1655,0,0,1100,514,
1656,0,0,1077,507,
1657,0,0,1061,501,
1658,0,0,1046,500,
1659,0,0,1039,504,
1660,0,0,1031,504,
1661,0,0,1024,505,
1662,0,0,1019,506,
1663,0,0,1018,507,
1664,0,0,1018,510,
1665,0,0,1017,514,
1666,0,0,1011,515,
1667,0,0,1003,520,
1668,0,0,995,522,
1669,0,0,0,0,
1670,808,512,981,521,173.23
1671,801,509,975,519,174.29
1672,796,510,970,519,174.23
1673,0,0,966,522,
1674,0,0,965,528,
1675,0,0,971,536,
1676,0,0,977,542,
1677,0,0,985,549,
1678,0,0,993,552,
1679,0,0,1003,552,
1680,0,0,1013,556,
1681,0,0,1024,559,
1682,0,0,0,0,
1683,0,0,0,0,
1684,0,0,0,0,
1685,0,0,0,0,
1686,0,0,0,0,
1687,0,0,0,0,
1688,0,0,0,0,
1689,0,0,1072,557,
1690,0,0,1087,561,
1691,0,0,1104,569,
1692,0,0,1119,574,
1693,0,0,1130,581,
1694,0,0,1139,585,
1695,0,0,1144,585,
1696,0,0,1148,585,
1697,1025,601,1154,582,130.39
1698,1034,601,1160,578,128.08
1699,0,0,1170,571,
1700,0,0,0,0,
1701,0,0,0,0,
1702,0,0,0,0,
1703,0,0,0,0,
1704,0,0,1277,573,
1705,0,0,1283,579,
1706,0,0,1288,580,
1707,0,0,1289,583,
1708,0,0,1289,582,
1709,0,0,1287,581,
1710,0,0,1284,580,
1711,0,0,1283,579,
1712,0,0,1281,577,
1713,0,0,1276,575,
1714,0,0,1273,574,
1715,0,0,0,0,
1716,0,0,0,0,
1717,0,0,0,0,
1718,1123,574,0,0,
1719,1122,568,0,0,
1720,1122,561,0,0,
1721,1120,552,0,0,
1722,1116,544,0,0,
1723,0,0,0,0,
1724,0,0,0,0,
1725,0,0,0,0,
1726,0,0,1242,523,
1727,1070,514,1233,521,163.15
1728,1051,516,1221,523,170.14
1729,0,0,1207,519,
1730,0,0,1195,518,
1731,1027,518,1189,521,162.03
1732,1026,520,1189,524,163.05
1733,1028,525,1193,530,165.08
1734,0,0,1199,534,
1735,0,0,1206,534,
1736,0,0,1215,535,
1737,0,0,1227,537,
1738,0,0,1237,537,
1739,0,0,1244,538,
1740,1091,575,1249,540,161.83
1741,1095,577,0,0,
1742,1097,577,0,0,
1743,1097,574,0,0,
1744,1094,569,0,0,
1745,1088,563,0,0,
1746,1081,555,1237,530,157.99
1747,1073,545,1230,528,157.92
1748,1065,536,1223,528,158.2
1749,1058,530,1215,527,157.03
1750,1052,523,1206,527,154.05
1751,1042,519,1198,529,156.32
1752,0,0,1189,529,
1753,0,0,1178,530,
1754,0,0,1175,533,
1755,0,0,1176,536,
1756,0,0,1179,539,
1757,0,0,1182,539,
1758,0,0,1187,539,
1759,0,0,1194,541,
1760,0,0,1199,542,
1761,0,0,1206,545,
1762,1060,576,0,0,
1763,1064,580,0,0,
1764,1066,583,0,0,
1765,1063,584,0,0,
1766,1063,582,0,0,
1767,1058,577,0,0,
1768,0,0,0,0,
1769,0,0,0,0,
1770,0,0,0,0,
1771,0,0,1187,536,
1772,0,0,1178,536,
1773,0,0,1168,538,
1774,0,0,1158,538,
1775,0,0,1148,539,
1776,0,0,1142,542,
1777,0,0,1139,547,
1778,0,0,1139,552,
1779,0,0,1141,555,
1780,0,0,1144,556,
1781,0,0,1148,556,
1782,0,0,1156,556,
1783,0,0,1163,556,
1784,0,0,1166,560,
1785,1017,576,0,0,
1786,1021,580,0,0,
1787,1024,581,0,0,
1788,1026,584,0,0,
1789,1026,585,0,0,
1790,1026,588,0,0,
1791,1021,592,0,0,
1792,1017,595,0,0,
1793,1011,595,0,0,
1794,1006,593,1163,569,158.82
1795,1000,591,1155,570,156.42
1796,990,589,1148,569,159.26
1797,979,590,1140,569,162.36
1798,968,593,1132,570,165.6
1799,958,597,1123,572,166.88
1800,948,601,1117,577,170.7
1801,944,606,1112,583,169.57
1802,944,611,1112,590,169.31
1803,947,615,1113,594,167.32
1804,955,619,1117,597,163.49
1805,0,0,1124,598,
1806,976,623,1133,598,158.98
1807,988,621,1143,596,157.0
1808,1004,619,1156,592,154.38
1809,1016,616,1164,585,151.21
1810,1028,614,1172,576,148.93
1811,1043,611,1177,565,141.68
1812,1059,611,0,0,
1813,1075,613,0,0,
1814,1096,613,0,0,
1815,0,0,0,0,
1816,0,0,0,0,
1817,0,0,0,0,
1818,0,0,1285,587,
1819,0,0,1290,588,
1820,0,0,1295,588,
1821,0,0,1304,586,
1822,1171,618,1309,582,142.62
1823,1181,612,1314,576,137.79
1824,0,0,1318,570,
1825,0,0,1330,567,
1826,0,0,1342,565,
1827,0,0,1347,568,
1828,0,0,0,0,
1829,0,0,0,0,
1830,0,0,0,0,
1831,0,0,1363,565,
1832,0,0,0,0,
1833,0,0,0,0,
1834,0,0,0,0,
1835,0,0,0,0,
1836,0,0,1380,571,
1837,0,0,1388,572,
1838,0,0,1390,571,
1839,0,0,1395,570,
1840,0,0,1402,568,
1841,0,0,1413,572,
1842,0,0,1424,581,
1843,0,0,1441,587,
1844,0,0,1449,593,
1845,0,0,1450,594,
1846,0,0,1452,594,
1847,0,0,1453,587,
1848,0,0,1458,582,
1849,0,0,1464,577,
1850,0,0,1467,574,
1851,0,0,1470,572,
1852,0,0,0,0,
1853,0,0,1493,583,
1854,0,0,1500,587,
1855,0,0,1502,590,
1856,0,0,1502,590,
1857,0,0,1503,588,
1858,0,0,1506,587,
1859,0,0,1506,587,
1860,0,0,1510,585,
1861,0,0,1512,586,
1862,1386,616,1515,586,132.44
1863,1392,615,1517,586,128.32
1864,1401,613,0,0,
1865,1409,613,0,0,
1866,1410,617,1535,588,128.32
1867,0,0,1540,593,
1868,0,0,1553,596,
1869,0,0,1563,600,
1870,0,0,1565,600,
1871,0,0,1566,599,
1872,0,0,1567,599,
1873,0,0,1570,597,
1874,1440,618,1572,593,134.35
1875,1446,615,1574,588,130.82
1876,1450,612,1576,585,128.86
1877,0,0,1577,581,
1878,0,0,1585,580,
1879,0,0,1590,581,
1880,0,0,1594,585,
1881,0,0,1598,591,
1882,0,0,1608,596,
1883,1480,617,1616,601,136.94
1884,1483,617,1620,602,137.82
1885,1485,616,1625,604,140.51
1886,1486,614,1625,606,139.23
1887,1487,613,1626,605,139.23
1888,1489,612,1627,605,138.18
1889,1488,611,1629,604,141.17
1890,1487,610,1630,604,143.13
1891,1486,610,1631,604,145.12
1892,1486,609,1632,604,146.09
1893,1486,609,1634,604,148.08
1894,1486,608,1636,604,150.05
1895,1486,607,1637,602,151.08
1896,1486,606,1637,600,151.12
1897,1489,605,1639,599,150.12
1898,1490,605,1642,596,152.27
1899,1493,603,1644,594,151.27
1900,1494,603,1646,591,152.47
1901,1495,600,1650,586,155.63
1902,1497,597,0,0,
1903,1502,591,0,0,
1904,1508,586,0,0,
1905,1513,579,0,0,
1906,1518,572,0,0,
1907,1519,566,0,0,
1908,1519,561,0,0,
1909,1518,556,0,0,
1910,1519,545,0,0,
1911,0,0,0,0,
1912,1512,520,0,0,
1913,0,0,0,0,
1914,0,0,0,0,
1915,0,0,0,0,
1916,0,0,0,0,
1917,0,0,0,0,
1918,0,0,0,0,
1919,0,0,0,0,
1920,0,0,0,0,
1921,0,0,0,0,
1922,0,0,0,0,
1923,0,0,0,0,
1924,0,0,0,0,
1925,0,0,0,0,
1926,0,0,0,0,
1927,0,0,0,0,
1928,0,0,1180,589,
1929,992,598,1164,605,172.14
1930,984,609,1156,618,172.24
1931,978,619,1149,625,171.11
1932,976,622,1146,628,170.11
1933,976,623,1146,629,170.11
1934,976,623,1147,630,171.14
1935,976,622,1147,630,171.19
1936,976,622,1148,630,172.19
1937,975,622,1148,629,173.14
1938,975,622,1149,629,174.14
1939,975,622,1149,629,174.14
1940,975,623,1150,629,175.1
1941,976,623,1150,629,174.1
1942,977,624,1152,629,175.07
1943,977,627,1152,630,175.03
1944,980,629,1154,631,174.01
1945,982,629,1156,631,174.01
1946,984,631,1158,631,174.0
1947,985,630,1160,630,175.0
1948,985,630,1161,629,176.0
1949,985,629,1161,627,176.01
1950,985,628,1161,627,176.0
1951,985,628,1161,625,176.03
1952,986,628,1163,625,177.03
1953,987,628,1164,626,177.01
1954,988,629,1164,626,176.03
1955,987,629,1164,627,177.01
1956,988,629,1164,626,176.03
1957,988,628,1163,627,175.0
1958,989,627,1162,626,173.0
1959,989,627,1162,623,173.05
1960,990,627,0,0,
1961,990,627,0,0,
1962,990,628,0,0,
1963,990,628,0,0,
1964,990,628,1163,620,173.18
1965,992,629,1164,620,172.24
1966,993,630,1165,620,172.29
1967,995,633,1167,620,172.49
1968,999,637,1173,620,174.83
1969,1006,644,1179,620,174.66
1970,1011,649,1183,621,174.26
1971,1013,655,1184,622,174.16
1972,1016,660,1186,622,174.2
1973,1019,665,1186,623,172.2
1974,1021,670,1187,622,172.8
1975,1026,672,1190,620,172.05
1976,1031,674,1193,618,171.41
1977,1034,677,1194,617,170.88
1978,1036,681,1194,617,170.47
1979,1039,684,1196,616,171.09
1980,1044,688,1198,616,170.0
1981,1048,692,1199,616,169.05
1982,1052,696,1201,616,169.12
1983,0,0,1202,616,
1984,0,0,1204,616,
1985,0,0,1205,616,
1986,0,0,1206,616,
1987,0,0,1207,615,
1988,0,0,1208,613,
1989,0,0,1209,612,
1990,0,0,1209,610,
1991,0,0,1210,609,
1992,0,0,1211,607,
1993,0,0,1212,605,
1994,0,0,1212,603,
1995,0,0,1212,602,
1996,0,0,1214,601,
1997,0,0,1215,600,
1998,0,0,1215,599,
1999,0,0,1215,599,
2000,0,0,1216,598,
2001,0,0,1216,597,
2002,0,0,1216,595,
2003,0,0,1216,593,
2004,0,0,1214,590,
2005,0,0,0,0,
2006,0,0,0,0,
2007,1098,675,0,0,
2008,1096,663,0,0,
2009,1091,656,0,0,
2010,1087,652,0,0,
2011,1082,649,1220,565,161.55
2012,1075,650,0,0,
2013,1070,650,1211,570,162.11
2014,1068,648,1209,571,160.65
2015,1065,647,0,0,
2016,1062,647,0,0,
2017,1059,647,0,0,
2018,1057,648,0,0,
2019,1055,649,0,0,
2020,1054,650,0,0,
2021,1053,651,0,0,
2022,1049,651,0,0,
2023,1048,655,0,0,
2024,1044,657,1198,588,168.75
2025,1043,657,1198,588,169.66
2026,1045,656,1199,589,167.94
2027,1046,657,1199,590,167.03
2028,1047,658,1200,590,167.43
2029,1048,658,1201,591,167.03
2030,1049,655,0,0,
2031,1050,654,0,0,
2032,1051,654,0,0,
2033,1051,653,0,0,
2034,1052,653,0,0,
2035,1052,653,0,0,
2036,1053,654,0,0,
2037,1053,653,1206,586,167.03
2038,1052,653,1205,586,167.03
2039,1051,651,1205,587,166.77
2040,1051,648,1208,587,168.43
2041,1051,644,0,0,
2042,1052,641,0,0,
2043,1053,639,0,0,
2044,1054,638,0,0,
2045,1054,636,0,0,
2046,1055,635,0,0,
2047,1055,634,0,0,
2048,1055,634,0,0,
2049,1053,634,0,0,
2050,1052,634,0,0,
2051,1050,633,0,0,
2052,1048,635,0,0,
2053,1047,636,0,0,
2054,1046,637,1204,585,166.34
2055,1045,636,1204,585,166.98
2056,1045,636,1203,585,166.03
2057,1046,637,1204,585,166.34
2058,1047,638,1204,584,166.03
2059,1046,639,1205,584,168.24
2060,1047,640,1205,584,167.63
